CL,CD,CM
1.1447,0.05335,-0.0036
0.2272,0.00822,-0.0527
0.3748,0.00811,-0.0583
0.5022,0.0082,-0.0617
0.5907,0.00871,-0.0567
0.6857,0.00949,-0.053
0.7798,0.01066,-0.0494
0.8705,0.01235,-0.0458
0.9537,0.01501,-0.0417
1.0256,0.019,-0.0358
1.0877,0.02387,-0.0285
1.145,0.03009,-0.0215
1.1728,0.03855,-0.0127
1.1539,0.05018,-0.0042
0.2343,0.00741,-0.0542
0.3523,0.00741,-0.0535
0.5032,0.00758,-0.0616
0.59,0.0081,-0.0565
0.6852,0.00891,-0.053
0.7801,0.0101,-0.0497
0.8717,0.01185,-0.0463
0.958,0.01436,-0.0427
1.0332,0.01805,-0.0372
1.0973,0.02241,-0.0303
1.1509,0.02736,-0.0225
1.1835,0.03459,-0.0135
1.1849,0.04458,-0.0059
0.6321,0.0281,-0.1165
0.7743,0.02348,-0.1226
0.9065,0.01617,-0.125
1.0161,0.01595,-0.124
1.1245,0.01588,-0.1228
1.2317,0.01618,-0.1217
1.3396,0.016,-0.1207
1.4423,0.01654,-0.1186
1.5413,0.01706,-0.1161
1.6272,0.01845,-0.1123
1.6617,0.02563,-0.1049
1.6249,0.037,-0.0935
1.5906,0.05274,-0.0915
0.647,0.02826,-0.117
0.6364,0.02561,-0.1161
0.7715,0.02044,-0.1213
0.9068,0.01254,-0.1236
1.0159,0.01293,-0.1225
1.124,0.01285,-0.1213
1.2311,0.01311,-0.1202
1.4439,0.01335,-0.118
1.5433,0.01415,-0.116
1.6186,0.01802,-0.1122
1.6484,0.02582,-0.1042
1.6403,0.03432,-0.0939
1.6178,0.04831,-0.0916
0.4057,0.00988,-0.0836
0.5147,0.01047,-0.0829
0.6239,0.01111,-0.0823
0.7325,0.0118,-0.0817
0.8405,0.01237,-0.0806
0.9466,0.01279,-0.0791
1.0488,0.01289,-0.0765
1.1366,0.01391,-0.0719
1.1653,0.02115,-0.0616
1.1965,0.02662,-0.0512
1.2237,0.03403,-0.0425
1.2888,0.04208,-0.0376
1.3062,0.05562,-0.0318
0.403,0.00879,-0.0822
0.5126,0.00928,-0.0817
0.6226,0.00984,-0.0812
0.7324,0.0104,-0.0807
0.8407,0.01088,-0.0798
0.9475,0.01125,-0.0785
1.0484,0.01149,-0.076
1.131,0.01368,-0.0715
1.1708,0.02028,-0.0626
1.2084,0.02525,-0.0527
1.2306,0.0319,-0.0438
1.2883,0.04002,-0.0384
1.3322,0.05403,-0.034
0.4013,0.00806,-0.0815
0.5114,0.00848,-0.081
0.6218,0.00898,-0.0806
0.7319,0.00946,-0.0802
0.8407,0.00988,-0.0794
0.9479,0.01025,-0.0783
1.0491,0.01069,-0.0761
1.1257,0.01383,-0.0713
1.1764,0.01954,-0.0635
1.2153,0.02442,-0.0538
1.2444,0.0301,-0.045
1.286,0.03747,-0.0389
1.324,0.04908,-0.0334
1.1111,0.01974,-0.2415
1.2134,0.01992,-0.24
1.3109,0.0206,-0.2377
1.4114,0.02131,-0.2361
1.5172,0.02123,-0.2353
1.6092,0.02246,-0.232
1.6914,0.02387,-0.2272
1.7723,0.02509,-0.2221
1.8476,0.02613,-0.216
1.9156,0.027,-0.2086
1.9583,0.02855,-0.1975
1.9665,0.03172,-0.1825
1.9783,0.03602,-0.1705
1.1219,0.01708,-0.2425
1.2241,0.01738,-0.2408
1.3284,0.01783,-0.2397
1.4388,0.01832,-0.2399
1.5327,0.01811,-0.2368
1.6241,0.01923,-0.2334
1.7142,0.02028,-0.2298
1.7983,0.0212,-0.2252
1.8684,0.02214,-0.2179
1.9227,0.02325,-0.2081
1.9718,0.02469,-0.198
1.9905,0.02771,-0.1846
2.0058,0.03198,-0.1728
1.1204,0.0155,-0.2415
1.229,0.01574,-0.241
1.3408,0.01611,-0.2413
1.4389,0.01649,-0.239
1.5352,0.0163,-0.2365
1.6368,0.01719,-0.235
1.7358,0.01799,-0.2331
1.815,0.01875,-0.2273
1.8833,0.01962,-0.2196
1.9313,0.02086,-0.2086
1.9651,0.02285,-0.1961
2.0066,0.03053,-0.1726
0.5058,0.01141,-0.1215
0.6162,0.01087,-0.1191
0.7201,0.01035,-0.1154
0.8196,0.01,-0.1111
0.9269,0.01093,-0.1097
1.028,0.01229,-0.1074
1.1181,0.01444,-0.1036
1.1954,0.01816,-0.0988
1.2687,0.0223,-0.0934
1.3382,0.02715,-0.0874
1.3961,0.03106,-0.0807
1.4323,0.03583,-0.0727
1.4393,0.04414,-0.0657
0.512,0.00984,-0.1212
0.6202,0.00952,-0.1187
0.7264,0.00935,-0.1161
0.8208,0.0091,-0.1109
0.9288,0.01015,-0.11
1.0306,0.01149,-0.108
1.1206,0.01384,-0.1046
1.2035,0.01718,-0.1006
1.2809,0.02086,-0.0956
1.352,0.02461,-0.0899
1.4103,0.02835,-0.0828
1.4664,0.03135,-0.0767
1.4781,0.03943,-0.0686
0.5137,0.00884,-0.1205
0.6222,0.00869,-0.1185
0.7291,0.00873,-0.1164
0.8303,0.00895,-0.1133
0.9305,0.00961,-0.1104
1.0324,0.01099,-0.1086
1.1235,0.01341,-0.1055
1.2102,0.01644,-0.102
1.2912,0.01975,-0.0975
1.3613,0.02354,-0.0917
1.4274,0.02644,-0.0855
1.489,0.02938,-0.0795
1.5008,0.03702,-0.0704
0.6598,0.01181,-0.1534
0.767,0.01197,-0.1511
0.8737,0.01202,-0.1487
0.9686,0.0119,-0.1437
1.0764,0.01212,-0.1423
1.1844,0.01298,-0.1414
1.2797,0.01447,-0.1381
1.3625,0.01681,-0.1332
1.4185,0.02114,-0.125
1.4473,0.02672,-0.1132
1.4819,0.0327,-0.104
1.5271,0.03929,-0.0976
1.5698,0.04667,-0.0924
0.6688,0.01039,-0.1546
0.779,0.01061,-0.1531
0.8859,0.01074,-0.1509
0.9894,0.0109,-0.1481
1.0794,0.01093,-0.1425
1.188,0.01196,-0.142
1.2844,0.01361,-0.1392
1.4289,0.02026,-0.1273
1.4636,0.02538,-0.116
1.4967,0.03099,-0.1063
1.5337,0.03756,-0.0993
1.5694,0.04423,-0.0942
0.6739,0.00946,-0.1553
0.7845,0.0097,-0.154
0.8924,0.00989,-0.1521
0.9985,0.01019,-0.1501
1.1912,0.01133,-0.1427
1.2883,0.01304,-0.1402
1.371,0.01573,-0.1357
1.438,0.01959,-0.1292
1.4812,0.02412,-0.1189
1.5179,0.02901,-0.1092
1.5532,0.03489,-0.1017
1.582,0.04232,-0.096
0.5545,0.01641,-0.114
0.6503,0.0171,-0.1098
0.7326,0.01745,-0.1025
0.8426,0.01746,-0.1034
0.9623,0.01764,-0.1068
1.0644,0.01766,-0.106
1.1776,0.01804,-0.1081
1.2798,0.01839,-0.1079
1.3714,0.01907,-0.1057
1.4429,0.02056,-0.1006
1.4692,0.02405,-0.0895
1.4437,0.03291,-0.0786
1.4208,0.04493,-0.0744
0.5859,0.01405,-0.1233
0.692,0.01454,-0.1219
0.7789,0.01541,-0.1153
0.8832,0.01571,-0.1141
0.9868,0.01573,-0.1132
1.1025,0.01604,-0.1156
1.2066,0.0163,-0.1153
1.3047,0.01695,-0.1141
1.3932,0.01818,-0.1117
1.4403,0.0206,-0.1023
1.445,0.02618,-0.0902
1.4436,0.03422,-0.0825
1.4268,0.0463,-0.0792
0.6006,0.01251,-0.1277
0.7119,0.01291,-0.1277
0.8092,0.01361,-0.124
0.9053,0.01422,-0.1203
1.0095,0.01457,-0.1192
1.1229,0.01485,-0.1208
1.2225,0.0154,-0.1196
1.3147,0.0164,-0.1173
1.3874,0.01829,-0.1122
1.425,0.0217,-0.1022
1.4403,0.03547,-0.0851
0.4061,0.02268,-0.0882
0.4909,0.02428,-0.0872
0.594,0.02516,-0.088
0.632,0.02942,-0.0812
0.752,0.02991,-0.0839
0.8538,0.0609,-0.0534
0.9191,0.06516,-0.0544
1.1272,0.05406,-0.0595
1.3144,0.04168,-0.0608
0.4347,0.01868,-0.0932
0.5431,0.01922,-0.0947
0.6447,0.01997,-0.0951
0.7575,0.02061,-0.0969
0.8363,0.02253,-0.094
0.9497,0.02327,-0.096
0.8715,0.0318,-0.0724
1.0065,0.03078,-0.0761
1.1904,0.02824,-0.0868
1.099,0.03715,-0.0647
1.424,0.02111,-0.0849
1.427,0.02386,-0.0734
1.4007,0.03301,-0.0654
0.4471,0.01633,-0.0956
0.5603,0.01654,-0.0975
0.6688,0.01717,-0.0987
0.7744,0.01777,-0.0993
0.8857,0.01846,-0.1007
0.9764,0.01984,-0.0992
1.0894,0.02044,-0.1008
1.1676,0.0219,-0.0971
1.262,0.02244,-0.0954
1.4005,0.01881,-0.0984
1.4361,0.01818,-0.0853
1.4536,0.02133,-0.0762
1.3858,0.03433,-0.0659
0.3202,0.03728,-0.0682
0.3894,0.03922,-0.0666
0.3996,0.04306,-0.0576
0.5368,0.043,-0.0619
0.5835,0.04697,-0.0583
0.7854,0.0486,-0.059
0.8948,0.0471,-0.0588
1.0294,0.04345,-0.0604
1.2518,0.03692,-0.0582
1.3087,0.03863,-0.0529
1.1795,0.0289,-0.071
1.2964,0.02614,-0.071
1.3203,0.03005,-0.0627
1.2861,0.03969,-0.0513
0.4089,0.0185,-0.0837
0.446,0.02584,-0.0605
0.6069,0.0252,-0.0705
0.7765,0.02375,-0.0813
0.9519,0.02079,-0.092
1.0714,0.01905,-0.0938
1.1766,0.01851,-0.0943
1.279,0.01733,-0.0934
1.3075,0.01938,-0.0833
1.328,0.02312,-0.0739
1.306,0.0301,-0.0609
1.259,0.04165,-0.0498
0.2661,0.00947,-0.0462
0.3631,0.00948,-0.0426
0.4613,0.00949,-0.0391
0.5625,0.00974,-0.0366
0.6637,0.01021,-0.0342
0.7646,0.01099,-0.032
0.8472,0.01352,-0.0276
0.9046,0.02075,-0.0203
0.9801,0.02954,-0.0143
0.987,0.03043,-0.0029
0.2538,0.00832,-0.0421
0.3548,0.00832,-0.0396
0.4562,0.0084,-0.0372
0.5594,0.00872,-0.0354
0.6615,0.00926,-0.0334
0.7625,0.01008,-0.0314
0.8408,0.01372,-0.0274
0.9048,0.02022,-0.0205
0.9827,0.02738,-0.0148
0.2466,0.00755,-0.0398
0.3496,0.00757,-0.0378
0.4534,0.00772,-0.0362
0.5575,0.00806,-0.0347
0.6603,0.00863,-0.0331
0.761,0.0095,-0.0312
0.8379,0.01373,-0.0274
0.9111,0.01895,-0.0214
0.9836,0.02558,-0.0157
-0.0,0.01631,0.0
0.109,0.01619,0.0008
0.2196,0.01577,0.0015
0.3298,0.01501,0.0031
0.4395,0.01394,0.0049
0.5456,0.01296,0.0075
0.6371,0.01364,0.0114
0.6989,0.01682,0.0177
0.751,0.02097,0.0242
0.8287,0.02521,0.0239
0.895,0.02977,0.0277
0.987,0.03528,0.0293
1.0385,0.04334,0.033
-0.0,0.01409,0.0
0.1126,0.01393,0.0004
0.2252,0.01357,0.0009
0.3375,0.01286,0.0019
0.4473,0.01207,0.0036
0.5529,0.01181,0.0056
0.64,0.01345,0.0093
0.7083,0.01655,0.0146
0.7644,0.01974,0.0218
0.8392,0.02357,0.0229
0.8937,0.02794,0.0271
0.9701,0.03288,0.0301
1.0258,0.03954,0.0335
-0.0,0.01237,0.0
0.1142,0.01229,0.0002
0.2283,0.01206,0.0005
0.3411,0.0115,0.0013
0.451,0.01104,0.0027
0.556,0.01125,0.0044
0.6409,0.0134,0.008
0.7145,0.01628,0.0127
0.7792,0.01907,0.0189
0.8207,0.02209,0.0276
0.8995,0.02658,0.0264
0.96,0.03123,0.0299
1.026,0.03701,0.033
0.5532,0.02416,-0.1434
0.7035,0.02211,-0.1454
0.7173,0.02286,-0.1268
0.9099,0.01916,-0.1381
1.0539,0.01756,-0.1434
1.1444,0.01736,-0.1397
1.2458,0.01726,-0.1379
1.3322,0.01809,-0.134
1.4001,0.01998,-0.1278
1.4411,0.02313,-0.1188
1.4866,0.02664,-0.1115
1.5284,0.03068,-0.1045
1.5671,0.03527,-0.0981
0.6735,0.01791,-0.1604
0.8043,0.01686,-0.1612
0.8976,0.01611,-0.1556
0.9923,0.01504,-0.1507
1.0898,0.01428,-0.1477
1.2038,0.014,-0.1484
1.2743,0.0148,-0.1414
1.3387,0.01641,-0.1343
1.3902,0.01893,-0.126
1.4327,0.02221,-0.1176
1.4733,0.02604,-0.1099
1.5152,0.03023,-0.1033
1.5545,0.03497,-0.0973
0.7312,0.01464,-0.1693
0.8433,0.01415,-0.1675
0.9518,0.01357,-0.1652
1.0365,0.01311,-0.1589
1.1144,0.01252,-0.1513
1.2113,0.01252,-0.1488
1.2835,0.01354,-0.1424
1.3381,0.01551,-0.1338
1.3815,0.01838,-0.1246
1.4258,0.02176,-0.1167
1.4669,0.02571,-0.1094
1.5086,0.03003,-0.103
1.5491,0.03484,-0.0972
0.3903,0.01652,-0.0437
0.5015,0.01731,-0.0444
0.6014,0.01853,-0.0429
0.7011,0.01955,-0.0411
0.7957,0.02146,-0.0391
0.8957,0.02264,-0.0371
0.9853,0.02425,-0.0344
1.0704,0.02637,-0.0312
1.1575,0.02812,-0.0282
1.254,0.0289,-0.026
1.323,0.03126,-0.0213
1.4028,0.0317,-0.0174
1.4718,0.03214,-0.0125
0.318,0.01444,-0.029
0.502,0.01518,-0.0437
0.6046,0.01608,-0.0423
0.706,0.01693,-0.0408
0.8071,0.01804,-0.0392
0.9057,0.01902,-0.0373
1.0022,0.02033,-0.0353
1.1023,0.0211,-0.0334
1.1919,0.02252,-0.0306
1.2814,0.02385,-0.0278
1.375,0.02411,-0.0252
1.4582,0.02411,-0.0211
1.531,0.02436,-0.0162
0.2439,0.01264,-0.0146
0.5021,0.01383,-0.0433
0.6058,0.01433,-0.042
0.7093,0.01525,-0.0408
0.8113,0.01587,-0.0392
0.913,0.01693,-0.0378
1.0129,0.01761,-0.0359
1.1106,0.01865,-0.034
1.2114,0.0193,-0.0323
1.3025,0.02014,-0.0295
1.3938,0.02029,-0.0265
1.4794,0.02031,-0.0227
1.5552,0.02085,-0.0181
0.4536,0.02984,-0.1041
0.5374,0.03433,-0.0662
0.5821,0.03628,-0.0574
0.7739,0.03672,-0.0531
0.8706,0.03652,-0.0509
1.0252,0.02941,-0.0336
0.9946,0.03963,-0.0224
1.0039,0.04814,-0.0157
1.0475,0.05377,-0.0091
0.5711,0.02574,-0.1018
0.6635,0.02494,-0.0977
0.7279,0.02844,-0.0746
1.1141,0.01879,-0.0752
1.1094,0.01833,-0.0543
1.002,0.03067,-0.0323
1.0001,0.03909,-0.0234
1.0085,0.04752,-0.0167
1.0621,0.05231,-0.0101
0.4888,0.01977,-0.097
0.6928,0.0215,-0.1001
0.7679,0.02154,-0.0944
0.9295,0.02085,-0.0838
1.1636,0.01355,-0.0801
1.0864,0.019,-0.0518
0.9861,0.03163,-0.0315
1.0095,0.03822,-0.0247
1.0273,0.04585,-0.0186
1.0665,0.05168,-0.012
0.9058,0.01844,-0.2074
1.0153,0.0182,-0.207
1.1165,0.01783,-0.2048
1.2083,0.0177,-0.201
1.2951,0.01822,-0.1966
1.3902,0.01922,-0.1942
1.4744,0.02051,-0.1902
1.5599,0.02133,-0.1862
1.6528,0.02324,-0.1843
1.7075,0.0257,-0.1761
1.7519,0.02867,-0.1671
1.7756,0.03272,-0.1563
1.766,0.03945,-0.144
0.9244,0.01601,-0.2102
1.0364,0.01574,-0.2102
1.1294,0.01551,-0.2065
1.2122,0.0157,-0.201
1.2901,0.01659,-0.195
1.3792,0.01788,-0.1917
1.4681,0.01927,-0.1887
1.5536,0.02016,-0.1849
1.6322,0.0219,-0.1805
1.6996,0.02415,-0.1746
1.7429,0.02723,-0.1657
1.7612,0.03184,-0.1548
1.7597,0.03925,-0.1445
0.9388,0.01437,-0.2125
1.0396,0.01422,-0.2103
1.1338,0.0141,-0.2069
1.2094,0.01456,-0.2001
1.2854,0.01577,-0.1939
1.3734,0.0171,-0.1905
1.4584,0.01855,-0.1869
1.5447,0.01988,-0.1837
1.6149,0.02119,-0.1776
1.6817,0.02351,-0.1718
1.7358,0.02646,-0.1648
1.7515,0.0317,-0.1542
1.7589,0.03934,-0.1455
0.7203,0.01648,-0.1558
0.8339,0.0168,-0.1568
0.9464,0.01727,-0.1577
1.0564,0.01785,-0.1582
1.1632,0.01852,-0.1581
1.267,0.01927,-0.1576
1.3622,0.02,-0.1555
1.4465,0.02071,-0.1517
1.5075,0.02112,-0.1436
1.5527,0.02332,-0.1351
1.5693,0.02813,-0.1251
1.555,0.03697,-0.1152
1.5515,0.04663,-0.1087
0.7242,0.01489,-0.1566
0.8368,0.0153,-0.1573
0.9465,0.01572,-0.1576
1.0568,0.01628,-0.1582
1.1628,0.01683,-0.1579
1.2647,0.01746,-0.1569
1.3579,0.0181,-0.1545
1.4376,0.01883,-0.1498
1.5028,0.0199,-0.1431
1.5355,0.02268,-0.1331
1.5265,0.03043,-0.1219
1.5344,0.03848,-0.1147
1.5433,0.04755,-0.1096
0.7248,0.01385,-0.1568
0.8374,0.01424,-0.1575
0.9475,0.01469,-0.1578
1.0573,0.0152,-0.1582
1.1624,0.0157,-0.1577
1.262,0.01622,-0.1563
1.3533,0.01683,-0.1535
1.4297,0.0177,-0.1482
1.4927,0.01938,-0.1419
1.4929,0.02473,-0.1289
1.5091,0.03161,-0.1211
1.5275,0.03912,-0.1151
1.5464,0.04752,-0.1108
0.5476,0.01518,-0.1007
0.7544,0.01294,-0.1198
0.8426,0.0134,-0.1145
0.9296,0.01386,-0.109
1.0145,0.01451,-0.1034
1.0975,0.01542,-0.0977
1.1793,0.0166,-0.0921
1.2649,0.01795,-0.0875
1.3402,0.01945,-0.0814
1.4066,0.02105,-0.074
1.4604,0.02276,-0.0649
1.4963,0.02507,-0.0545
1.5276,0.02822,-0.0456
0.5523,0.01388,-0.1005
0.8473,0.01186,-0.1149
0.9325,0.01232,-0.1091
1.015,0.01301,-0.103
1.0956,0.01398,-0.0969
1.1746,0.0151,-0.0907
1.2555,0.01641,-0.0853
1.3262,0.01775,-0.0782
1.3902,0.01923,-0.0703
1.4404,0.021,-0.0612
1.4859,0.02343,-0.0528
1.5141,0.02711,-0.0444
0.5507,0.01293,-0.0996
0.6317,0.01113,-0.0933
0.85,0.01086,-0.1151
0.9344,0.01134,-0.1092
1.0146,0.01207,-0.1027
1.0935,0.01304,-0.0962
1.1709,0.01413,-0.0898
1.2443,0.01532,-0.0828
1.3119,0.01661,-0.0751
1.38,0.01809,-0.0682
1.4318,0.01994,-0.0597
1.4781,0.02251,-0.052
1.5143,0.02627,-0.0449
0.638,0.01143,-0.1185
0.7238,0.01166,-0.1124
0.8082,0.01211,-0.1061
0.8911,0.01279,-0.0997
0.9734,0.01369,-0.0935
1.058,0.01489,-0.088
1.1405,0.01628,-0.0825
1.2164,0.01777,-0.076
1.2754,0.01923,-0.0665
1.3199,0.02087,-0.0551
1.3706,0.02307,-0.0462
1.4176,0.02582,-0.0383
1.4603,0.02926,-0.0313
0.6438,0.01019,-0.119
0.7282,0.01046,-0.1128
0.8097,0.01093,-0.1061
0.8904,0.01163,-0.0993
0.9723,0.01261,-0.0931
1.0546,0.01376,-0.0872
1.1347,0.01498,-0.0812
1.2054,0.01622,-0.0735
1.2567,0.01756,-0.0625
1.3073,0.01933,-0.0527
1.3582,0.02172,-0.0444
1.4104,0.02454,-0.0376
1.4524,0.02828,-0.0311
0.6366,0.00941,-0.1171
0.7298,0.00966,-0.113
0.8106,0.01015,-0.1061
0.8903,0.0109,-0.0992
0.9714,0.01189,-0.0929
1.0529,0.01294,-0.0868
1.1316,0.014,-0.0804
1.1993,0.01514,-0.0721
1.2517,0.01643,-0.0614
1.3053,0.0183,-0.0523
1.3588,0.02071,-0.0446
1.4111,0.02366,-0.038
1.4558,0.02737,-0.032
0.5709,0.01317,-0.1348
0.6805,0.01136,-0.1329
0.792,0.01126,-0.131
0.8973,0.01109,-0.1274
0.994,0.01051,-0.1209
1.0662,0.01361,-0.1121
1.1238,0.02004,-0.1033
1.2021,0.02549,-0.0972
1.2967,0.03482,-0.094
1.3515,0.04369,-0.0854
1.2798,0.0701,-0.0571
1.194,0.09261,-0.0593
0.5803,0.01119,-0.1336
0.6838,0.00944,-0.1309
0.7915,0.00958,-0.1287
0.8973,0.00953,-0.1257
0.9932,0.00954,-0.1198
1.0655,0.01333,-0.1125
1.1299,0.01919,-0.1048
1.208,0.02407,-0.0988
1.2993,0.031,-0.0946
1.3631,0.03764,-0.0877
0.579,0.01005,-0.1314
0.6818,0.00834,-0.1289
0.7906,0.00851,-0.1272
0.8967,0.00851,-0.1245
0.9884,0.00944,-0.1187
1.0636,0.0134,-0.1127
1.1381,0.01815,-0.1064
1.2148,0.02295,-0.1001
1.3006,0.0288,-0.0956
1.365,0.03544,-0.089
0.6324,0.0141,-0.1458
0.791,0.0123,-0.154
0.9223,0.01207,-0.1572
1.0423,0.01267,-0.1581
1.1349,0.01383,-0.1535
1.2045,0.0157,-0.1445
1.2777,0.01793,-0.137
1.3527,0.02026,-0.1304
1.4248,0.02244,-0.1234
1.4875,0.02477,-0.1151
1.5373,0.02811,-0.1056
1.5701,0.03311,-0.095
1.5975,0.03921,-0.0854
0.6687,0.01126,-0.1516
0.8176,0.0104,-0.1586
0.9382,0.01076,-0.1598
1.045,0.01178,-0.1584
1.1319,0.01303,-0.1527
1.1999,0.01513,-0.1437
1.2746,0.01718,-0.1366
1.3518,0.01926,-0.1303
1.4269,0.02111,-0.1239
1.4929,0.0235,-0.1163
1.5459,0.02688,-0.1075
1.5819,0.0318,-0.0973
1.6133,0.03751,-0.0881
0.6969,0.00955,-0.1568
0.8343,0.00944,-0.1617
0.9438,0.01022,-0.1607
1.0447,0.01119,-0.1581
1.1263,0.01264,-0.1515
1.1989,0.01473,-0.1437
1.2762,0.01666,-0.1371
1.3572,0.01834,-0.1315
1.4337,0.02018,-0.1253
1.5009,0.02261,-0.1181
1.5558,0.02598,-0.1095
1.5956,0.03064,-0.0997
1.6302,0.03601,-0.0906
0.1701,0.00725,-0.0277
0.2702,0.00806,-0.023
0.3691,0.00898,-0.0196
0.4711,0.00982,-0.017
0.5737,0.0107,-0.0147
0.6751,0.01197,-0.0126
0.774,0.01397,-0.0105
0.8684,0.01705,-0.0081
0.9541,0.02207,-0.0045
1.0288,0.03083,-0.0001
1.0757,0.04123,0.0045
1.0309,0.05749,0.0085
0.7565,0.10703,-0.0248
0.174,0.00657,-0.0275
0.2667,0.00748,-0.0221
0.3672,0.00827,-0.0192
0.4701,0.009,-0.0169
0.5734,0.00984,-0.0148
0.6756,0.01108,-0.0129
0.7757,0.01294,-0.0111
0.8718,0.01571,-0.0088
0.959,0.02025,-0.0053
1.0376,0.02687,-0.0011
1.0827,0.03829,0.0042
1.0671,0.05013,0.0096
0.9576,0.083,-0.0137
0.1697,0.0062,-0.0261
0.2648,0.00706,-0.0217
0.3661,0.00775,-0.019
0.4696,0.00842,-0.0169
0.5735,0.00922,-0.015
0.6763,0.01044,-0.0132
0.7772,0.01219,-0.0115
0.8738,0.01484,-0.0094
0.963,0.01887,-0.0061
1.038,0.02599,-0.0016
1.1005,0.03348,0.0028
1.0897,0.04576,0.0094
1.0191,0.06843,-0.0039
0.1718,0.00753,-0.0306
0.2968,0.00775,-0.0311
0.3919,0.00861,-0.0264
0.4905,0.00952,-0.023
0.5901,0.01057,-0.0202
0.6886,0.01206,-0.0176
0.7854,0.01413,-0.0153
0.8752,0.01769,-0.0121
0.9588,0.02308,-0.0078
1.0532,0.04453,0.0037
0.1913,0.00661,-0.0338
0.2926,0.00714,-0.0297
0.3894,0.00795,-0.0257
0.4892,0.00877,-0.0228
0.5897,0.00977,-0.0203
0.6895,0.01118,-0.0181
0.7875,0.0131,-0.0159
0.8796,0.01624,-0.013
0.9631,0.02122,-0.0087
1.0366,0.02867,-0.0037
1.0673,0.04017,0.0027
1.0159,0.05511,0.0068
0.9366,0.08568,-0.0159
0.1963,0.00605,-0.0341
0.29,0.00672,-0.029
0.3881,0.00746,-0.0255
0.4887,0.00823,-0.0228
0.5898,0.00922,-0.0205
0.6902,0.01057,-0.0184
0.7892,0.01238,-0.0164
0.8834,0.01516,-0.0138
0.9688,0.01944,-0.0098
1.042,0.02615,-0.0048
1.0924,0.03448,0.0009
0.9841,0.0386,0.0092
0.9098,0.0651,-0.0039
0.1956,0.00775,-0.0379
0.3134,0.00783,-0.0372
0.4076,0.00847,-0.0322
0.5043,0.00927,-0.0282
0.6015,0.01026,-0.0247
0.6967,0.01178,-0.0214
0.7882,0.01434,-0.0184
0.8708,0.01898,-0.0139
0.9544,0.02505,-0.0094
1.0224,0.03459,-0.0039
1.008,0.05243,0.0037
0.2103,0.00678,-0.0399
0.3092,0.00712,-0.0356
0.4047,0.00777,-0.0312
0.5025,0.00852,-0.0277
0.6006,0.0095,-0.0246
0.6971,0.011,-0.0218
0.7902,0.01342,-0.019
0.8756,0.01743,-0.015
0.9578,0.02299,-0.0102
1.0252,0.03225,-0.0047
0.2123,0.00619,-0.0396
0.3065,0.00664,-0.0347
0.4032,0.00726,-0.0308
0.5017,0.00799,-0.0276
0.6003,0.00897,-0.0247
0.6976,0.01046,-0.0221
0.7919,0.01274,-0.0196
0.8804,0.01624,-0.0158
0.9629,0.02093,-0.0113
1.0348,0.0287,-0.0058
1.0636,0.03966,0.0015
1.0057,0.05479,0.0074
0.9263,0.08436,-0.0138
0.4396,0.01385,-0.1066
0.596,0.01167,-0.112
0.7082,0.01025,-0.1089
0.8128,0.00954,-0.1049
0.8982,0.01461,-0.1012
1.0038,0.01798,-0.1016
1.1065,0.02133,-0.1009
1.204,0.02613,-0.0987
1.2969,0.03437,-0.0959
1.3449,0.0479,-0.0871
1.3732,0.05576,-0.0784
1.1929,0.08805,-0.0663
0.5079,0.01134,-0.1191
0.6367,0.00971,-0.119
0.742,0.00929,-0.1157
0.835,0.00962,-0.1096
0.9021,0.0139,-0.1023
1.0129,0.01682,-0.1038
1.1183,0.01941,-0.1036
1.2137,0.02332,-0.1011
1.3063,0.03041,-0.0978
1.3746,0.03993,-0.0924
1.4123,0.04763,-0.0828
1.3836,0.05751,-0.0683
1.2819,0.07976,-0.0645
0.5448,0.00943,-0.1255
0.6519,0.00876,-0.1219
0.7582,0.00864,-0.1192
0.8437,0.01055,-0.1127
0.9227,0.01385,-0.1074
1.0216,0.01567,-0.1056
1.1285,0.01812,-0.1058
1.2236,0.02183,-0.1032
1.314,0.02701,-0.0998
1.3923,0.03394,-0.0949
1.4456,0.04021,-0.0876
1.4609,0.04633,-0.0755
1.082,0.13938,-0.1034
0.1989,0.06219,-0.0718
0.3389,0.0627,-0.0712
0.3516,0.06454,-0.0649
0.4355,0.06571,-0.0619
0.676,0.06199,-0.062
0.8534,0.06387,-0.0574
0.9478,0.06332,-0.055
1.0421,0.06235,-0.0527
1.137,0.06102,-0.0506
1.1857,0.06534,-0.0491
0.5883,0.03324,-0.0715
0.7261,0.03852,-0.0666
1.0078,0.05526,-0.055
1.1809,0.05532,-0.0511
0.4166,0.02773,-0.0734
0.5311,0.02516,-0.0718
0.6427,0.024,-0.0705
0.726,0.02635,-0.0696
0.8578,0.02302,-0.0718
0.9668,0.02313,-0.0707
0.8843,0.0395,-0.064
1.016,0.0364,-0.0628
1.1904,0.0294,-0.0634
1.0886,0.0461,-0.0561
1.2586,0.0471,-0.0526
1.3382,0.04703,-0.0495
0.8314,0.01364,-0.1882
0.9351,0.01313,-0.1851
1.0487,0.01348,-0.1854
1.1588,0.0139,-0.185
1.2604,0.01451,-0.1829
1.3578,0.01528,-0.1802
1.4473,0.01634,-0.1761
1.528,0.0177,-0.1707
1.5947,0.01941,-0.1629
1.6445,0.02166,-0.1529
1.6859,0.02468,-0.1428
1.7178,0.02875,-0.1329
1.738,0.03426,-0.1235
0.8559,0.01171,-0.1921
